run_id,design,status,labor,financing,eta,eta_s,theta,epsilon,sigma,shock,magnitude,data_vintage,evidence,commit,actor,notes
matrix_5x3-v9-BETA-F3-rigidprog,matrix_5x3_v9,executed,BETA,F3,1.0,0.5,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v9-BETA-F3-rigidprog/manifest.toml; runs/matrix_5x3-v9-BETA-F3-rigidprog/log.txt,bc83d5ae9df9d5191c76e1e46fb3f21eef7d88bb,"","parameters pinned in experiments/designs/matrix_5x3_v9.toml (full-71 A-bill, ADR-0022 sectoral labour markets, rigid group programme); planned | executed 2026-09-19 (see runs/matrix_5x3-v9-BETA-F3-rigidprog/manifest.toml) | C1 (2026-09-20): the gdp_* metrics of this run are wrong (sectoral wage vector collapsed in gdp_components); superseded by matrix_5x3_v10 (solutions unaffected; see the matrix_5x3_v9 flow-table banner)"
matrix_5x3-v9-BETA-F1-rigidhalf,matrix_5x3_v9,executed,BETA,F1,1.0,0.5,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v9-BETA-F1-rigidhalf/manifest.toml; runs/matrix_5x3-v9-BETA-F1-rigidhalf/log.txt,bc83d5ae9df9d5191c76e1e46fb3f21eef7d88bb,"","parameters pinned in experiments/designs/matrix_5x3_v9.toml (full-71 A-bill, ADR-0022 sectoral labour markets, rigid group largest_half); planned | executed 2026-09-19 (see runs/matrix_5x3-v9-BETA-F1-rigidhalf/manifest.toml) | C1 (2026-09-20): the gdp_* metrics of this run are wrong (sectoral wage vector collapsed in gdp_components); superseded by matrix_5x3_v10 (solutions unaffected; see the matrix_5x3_v9 flow-table banner)"
matrix_5x3-v9-BETA-F2-rigidhalf,matrix_5x3_v9,executed,BETA,F2,1.0,0.5,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v9-BETA-F2-rigidhalf/manifest.toml; runs/matrix_5x3-v9-BETA-F2-rigidhalf/log.txt,bc83d5ae9df9d5191c76e1e46fb3f21eef7d88bb,"","parameters pinned in experiments/designs/matrix_5x3_v9.toml (full-71 A-bill, ADR-0022 sectoral labour markets, rigid group largest_half); planned | executed 2026-09-19 (see runs/matrix_5x3-v9-BETA-F2-rigidhalf/manifest.toml) | C1 (2026-09-20): the gdp_* metrics of this run are wrong (sectoral wage vector collapsed in gdp_components); superseded by matrix_5x3_v10 (solutions unaffected; see the matrix_5x3_v9 flow-table banner)"
matrix_5x3-v9-BETA-F3-rigidhalf,matrix_5x3_v9,executed,BETA,F3,1.0,0.5,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v9-BETA-F3-rigidhalf/manifest.toml; runs/matrix_5x3-v9-BETA-F3-rigidhalf/log.txt,bc83d5ae9df9d5191c76e1e46fb3f21eef7d88bb,"","parameters pinned in experiments/designs/matrix_5x3_v9.toml (full-71 A-bill, ADR-0022 sectoral labour markets, rigid group largest_half); planned | executed 2026-09-19 (see runs/matrix_5x3-v9-BETA-F3-rigidhalf/manifest.toml) | C1 (2026-09-20): the gdp_* metrics of this run are wrong (sectoral wage vector collapsed in gdp_components); superseded by matrix_5x3_v10 (solutions unaffected; see the matrix_5x3_v9 flow-table banner)"
matrix_5x3-v10-BF-F1,matrix_5x3_v10,executed,BF,F1,0.0,0.0,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BF-F1/manifest.toml; runs/matrix_5x3-v10-BF-F1/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BF-F1/manifest.toml)"
matrix_5x3-v10-BF-F2,matrix_5x3_v10,executed,BF,F2,0.0,0.0,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BF-F2/manifest.toml; runs/matrix_5x3-v10-BF-F2/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BF-F2/manifest.toml)"
matrix_5x3-v10-BF-F3,matrix_5x3_v10,executed,BF,F3,0.0,0.0,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BF-F3/manifest.toml; runs/matrix_5x3-v10-BF-F3/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BF-F3/manifest.toml)"
matrix_5x3-v10-ALPHA-F1,matrix_5x3_v10,executed,ALPHA,F1,1.0,0.0,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-ALPHA-F1/manifest.toml; runs/matrix_5x3-v10-ALPHA-F1/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-ALPHA-F1/manifest.toml)"
matrix_5x3-v10-ALPHA-F2,matrix_5x3_v10,executed,ALPHA,F2,1.0,0.0,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-ALPHA-F2/manifest.toml; runs/matrix_5x3-v10-ALPHA-F2/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-ALPHA-F2/manifest.toml)"
matrix_5x3-v10-ALPHA-F3,matrix_5x3_v10,executed,ALPHA,F3,1.0,0.0,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-ALPHA-F3/manifest.toml; runs/matrix_5x3-v10-ALPHA-F3/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-ALPHA-F3/manifest.toml)"
matrix_5x3-v10-BETA-F1,matrix_5x3_v10,executed,BETA,F1,1.0,0.5,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BETA-F1/manifest.toml; runs/matrix_5x3-v10-BETA-F1/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BETA-F1/manifest.toml)"
matrix_5x3-v10-BETA-F2,matrix_5x3_v10,executed,BETA,F2,1.0,0.5,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BETA-F2/manifest.toml; runs/matrix_5x3-v10-BETA-F2/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BETA-F2/manifest.toml)"
matrix_5x3-v10-BETA-F3,matrix_5x3_v10,executed,BETA,F3,1.0,0.5,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BETA-F3/manifest.toml; runs/matrix_5x3-v10-BETA-F3/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BETA-F3/manifest.toml)"
matrix_5x3-v10-GAMMA-F1,matrix_5x3_v10,executed,GAMMA,F1,1.0,0.0,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-GAMMA-F1/manifest.toml; runs/matrix_5x3-v10-GAMMA-F1/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-GAMMA-F1/manifest.toml)"
matrix_5x3-v10-GAMMA-F2,matrix_5x3_v10,executed,GAMMA,F2,1.0,0.0,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-GAMMA-F2/manifest.toml; runs/matrix_5x3-v10-GAMMA-F2/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-GAMMA-F2/manifest.toml)"
matrix_5x3-v10-GAMMA-F3,matrix_5x3_v10,executed,GAMMA,F3,1.0,0.0,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-GAMMA-F3/manifest.toml; runs/matrix_5x3-v10-GAMMA-F3/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-GAMMA-F3/manifest.toml)"
matrix_5x3-v10-DELTA-F1,matrix_5x3_v10,executed,DELTA,F1,1.0,0.0,0.0001,0.0001,0.0001,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-DELTA-F1/manifest.toml; runs/matrix_5x3-v10-DELTA-F1/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-DELTA-F1/manifest.toml)"
matrix_5x3-v10-DELTA-F2,matrix_5x3_v10,executed,DELTA,F2,1.0,0.0,0.0001,0.0001,0.0001,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-DELTA-F2/manifest.toml; runs/matrix_5x3-v10-DELTA-F2/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-DELTA-F2/manifest.toml)"
matrix_5x3-v10-DELTA-F3,matrix_5x3_v10,executed,DELTA,F3,1.0,0.0,0.0001,0.0001,0.0001,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-DELTA-F3/manifest.toml; runs/matrix_5x3-v10-DELTA-F3/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-DELTA-F3/manifest.toml)"
matrix_5x3-v10-BETA-F1-etas025,matrix_5x3_v10,executed,BETA,F1,1.0,0.25,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BETA-F1-etas025/manifest.toml; runs/matrix_5x3-v10-BETA-F1-etas025/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BETA-F1-etas025/manifest.toml)"
matrix_5x3-v10-BETA-F2-etas025,matrix_5x3_v10,executed,BETA,F2,1.0,0.25,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BETA-F2-etas025/manifest.toml; runs/matrix_5x3-v10-BETA-F2-etas025/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BETA-F2-etas025/manifest.toml)"
matrix_5x3-v10-BETA-F3-etas025,matrix_5x3_v10,executed,BETA,F3,1.0,0.25,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BETA-F3-etas025/manifest.toml; runs/matrix_5x3-v10-BETA-F3-etas025/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BETA-F3-etas025/manifest.toml)"
matrix_5x3-v10-BETA-F1-etas05,matrix_5x3_v10,executed,BETA,F1,1.0,0.5,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BETA-F1-etas05/manifest.toml; runs/matrix_5x3-v10-BETA-F1-etas05/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BETA-F1-etas05/manifest.toml)"
matrix_5x3-v10-BETA-F2-etas05,matrix_5x3_v10,executed,BETA,F2,1.0,0.5,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BETA-F2-etas05/manifest.toml; runs/matrix_5x3-v10-BETA-F2-etas05/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BETA-F2-etas05/manifest.toml)"
matrix_5x3-v10-BETA-F3-etas05,matrix_5x3_v10,executed,BETA,F3,1.0,0.5,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BETA-F3-etas05/manifest.toml; runs/matrix_5x3-v10-BETA-F3-etas05/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BETA-F3-etas05/manifest.toml)"
matrix_5x3-v10-BETA-F1-etas1,matrix_5x3_v10,executed,BETA,F1,1.0,1.0,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BETA-F1-etas1/manifest.toml; runs/matrix_5x3-v10-BETA-F1-etas1/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BETA-F1-etas1/manifest.toml)"
matrix_5x3-v10-BETA-F2-etas1,matrix_5x3_v10,executed,BETA,F2,1.0,1.0,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BETA-F2-etas1/manifest.toml; runs/matrix_5x3-v10-BETA-F2-etas1/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BETA-F2-etas1/manifest.toml)"
matrix_5x3-v10-BETA-F3-etas1,matrix_5x3_v10,executed,BETA,F3,1.0,1.0,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BETA-F3-etas1/manifest.toml; runs/matrix_5x3-v10-BETA-F3-etas1/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BETA-F3-etas1/manifest.toml)"
matrix_5x3-v10-BETA-F1-etas2,matrix_5x3_v10,executed,BETA,F1,1.0,2.0,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BETA-F1-etas2/manifest.toml; runs/matrix_5x3-v10-BETA-F1-etas2/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BETA-F1-etas2/manifest.toml)"
matrix_5x3-v10-BETA-F2-etas2,matrix_5x3_v10,executed,BETA,F2,1.0,2.0,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BETA-F2-etas2/manifest.toml; runs/matrix_5x3-v10-BETA-F2-etas2/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BETA-F2-etas2/manifest.toml)"
matrix_5x3-v10-BETA-F3-etas2,matrix_5x3_v10,executed,BETA,F3,1.0,2.0,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BETA-F3-etas2/manifest.toml; runs/matrix_5x3-v10-BETA-F3-etas2/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BETA-F3-etas2/manifest.toml)"
matrix_5x3-v10-BETA-F1-rigidprog,matrix_5x3_v10,executed,BETA,F1,1.0,0.5,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BETA-F1-rigidprog/manifest.toml; runs/matrix_5x3-v10-BETA-F1-rigidprog/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BETA-F1-rigidprog/manifest.toml)"
matrix_5x3-v10-BETA-F2-rigidprog,matrix_5x3_v10,executed,BETA,F2,1.0,0.5,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BETA-F2-rigidprog/manifest.toml; runs/matrix_5x3-v10-BETA-F2-rigidprog/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BETA-F2-rigidprog/manifest.toml)"
matrix_5x3-v10-BETA-F3-rigidprog,matrix_5x3_v10,executed,BETA,F3,1.0,0.5,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BETA-F3-rigidprog/manifest.toml; runs/matrix_5x3-v10-BETA-F3-rigidprog/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BETA-F3-rigidprog/manifest.toml)"
matrix_5x3-v10-BETA-F1-rigidhalf,matrix_5x3_v10,executed,BETA,F1,1.0,0.5,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BETA-F1-rigidhalf/manifest.toml; runs/matrix_5x3-v10-BETA-F1-rigidhalf/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BETA-F1-rigidhalf/manifest.toml)"
matrix_5x3-v10-BETA-F2-rigidhalf,matrix_5x3_v10,executed,BETA,F2,1.0,0.5,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BETA-F2-rigidhalf/manifest.toml; runs/matrix_5x3-v10-BETA-F2-rigidhalf/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BETA-F2-rigidhalf/manifest.toml)"
matrix_5x3-v10-BETA-F3-rigidhalf,matrix_5x3_v10,executed,BETA,F3,1.0,0.5,0.5,0.5,0.9,impulses.csv,1.0,full-71-abill,runs/matrix_5x3-v10-BETA-F3-rigidhalf/manifest.toml; runs/matrix_5x3-v10-BETA-F3-rigidhalf/log.txt,979a58eaa44a269054e384a1d1a1220fffafd23a,calculato,"parameters pinned in experiments/designs/matrix_5x3_v10.toml (full-71 A-bill, ADR-0022 sectoral labour markets; C1-correction generation); planned | executed 2026-09-20 (see runs/matrix_5x3-v10-BETA-F3-rigidhalf/manifest.toml)"
supply_etas_s1-ALPHA-F1-m11,supply_etas_s1,executed,ALPHA,F1,1.0,0.0,0.5,0.5,0.9,sectoral:supply,1.1,full-71-abill,runs/supply_etas_s1-ALPHA-F1-m11/manifest.toml; runs/supply_etas_s1-ALPHA-F1-m11/log.txt,1cc4ab821ddc144ad1e4be4a2f50bae030da60b6,hermes-agent,supply arm s1: A1=1.1 | executed 2026-09-20 (see runs/supply_etas_s1-ALPHA-F1-m11/manifest.toml)
supply_etas_s1-ALPHA-F2-m11,supply_etas_s1,executed,ALPHA,F2,1.0,0.0,0.5,0.5,0.9,sectoral:supply,1.1,full-71-abill,runs/supply_etas_s1-ALPHA-F2-m11/manifest.toml; runs/supply_etas_s1-ALPHA-F2-m11/log.txt,1cc4ab821ddc144ad1e4be4a2f50bae030da60b6,hermes-agent,supply arm s1: A1=1.1 | executed 2026-09-20 (see runs/supply_etas_s1-ALPHA-F2-m11/manifest.toml)
supply_etas_s1-ALPHA-F3-m11,supply_etas_s1,executed,ALPHA,F3,1.0,0.0,0.5,0.5,0.9,sectoral:supply,1.1,full-71-abill,runs/supply_etas_s1-ALPHA-F3-m11/manifest.toml; runs/supply_etas_s1-ALPHA-F3-m11/log.txt,1cc4ab821ddc144ad1e4be4a2f50bae030da60b6,hermes-agent,supply arm s1: A1=1.1 | executed 2026-09-20 (see runs/supply_etas_s1-ALPHA-F3-m11/manifest.toml)
supply_etas_s1-ALPHA-F1-m12,supply_etas_s1,executed,ALPHA,F1,1.0,0.0,0.5,0.5,0.9,sectoral:supply,1.2,full-71-abill,runs/supply_etas_s1-ALPHA-F1-m12/manifest.toml; runs/supply_etas_s1-ALPHA-F1-m12/log.txt,1cc4ab821ddc144ad1e4be4a2f50bae030da60b6,hermes-agent,supply arm s1: A1=1.2 | executed 2026-09-20 (see runs/supply_etas_s1-ALPHA-F1-m12/manifest.toml)
supply_etas_s1-ALPHA-F2-m12,supply_etas_s1,executed,ALPHA,F2,1.0,0.0,0.5,0.5,0.9,sectoral:supply,1.2,full-71-abill,runs/supply_etas_s1-ALPHA-F2-m12/manifest.toml; runs/supply_etas_s1-ALPHA-F2-m12/log.txt,1cc4ab821ddc144ad1e4be4a2f50bae030da60b6,hermes-agent,supply arm s1: A1=1.2 | executed 2026-09-20 (see runs/supply_etas_s1-ALPHA-F2-m12/manifest.toml)
supply_etas_s1-ALPHA-F3-m12,supply_etas_s1,executed,ALPHA,F3,1.0,0.0,0.5,0.5,0.9,sectoral:supply,1.2,full-71-abill,runs/supply_etas_s1-ALPHA-F3-m12/manifest.toml; runs/supply_etas_s1-ALPHA-F3-m12/log.txt,1cc4ab821ddc144ad1e4be4a2f50bae030da60b6,hermes-agent,supply arm s1: A1=1.2 | executed 2026-09-20 (see runs/supply_etas_s1-ALPHA-F3-m12/manifest.toml)
supply_etas_s1-ALPHA-F1-m13,supply_etas_s1,executed,ALPHA,F1,1.0,0.0,0.5,0.5,0.9,sectoral:supply,1.3,full-71-abill,runs/supply_etas_s1-ALPHA-F1-m13/manifest.toml; runs/supply_etas_s1-ALPHA-F1-m13/log.txt,1cc4ab821ddc144ad1e4be4a2f50bae030da60b6,hermes-agent,supply arm s1: A1=1.3 | executed 2026-09-20 (see runs/supply_etas_s1-ALPHA-F1-m13/manifest.toml)
supply_etas_s1-ALPHA-F2-m13,supply_etas_s1,executed,ALPHA,F2,1.0,0.0,0.5,0.5,0.9,sectoral:supply,1.3,full-71-abill,runs/supply_etas_s1-ALPHA-F2-m13/manifest.toml; runs/supply_etas_s1-ALPHA-F2-m13/log.txt,1cc4ab821ddc144ad1e4be4a2f50bae030da60b6,hermes-agent,supply arm s1: A1=1.3 | executed 2026-09-20 (see runs/supply_etas_s1-ALPHA-F2-m13/manifest.toml)
supply_etas_s1-ALPHA-F3-m13,supply_etas_s1,executed,ALPHA,F3,1.0,0.0,0.5,0.5,0.9,sectoral:supply,1.3,full-71-abill,runs/supply_etas_s1-ALPHA-F3-m13/manifest.toml; runs/supply_etas_s1-ALPHA-F3-m13/log.txt,1cc4ab821ddc144ad1e4be4a2f50bae030da60b6,hermes-agent,supply arm s1: A1=1.3 | executed 2026-09-20 (see runs/supply_etas_s1-ALPHA-F3-m13/manifest.toml)
supply_etas_s1-BETA-F1-e05-m11,supply_etas_s1,executed,BETA,F1,1.0,0.5,0.5,0.5,0.9,sectoral:supply,1.1,full-71-abill,runs/supply_etas_s1-BETA-F1-e05-m11/manifest.toml; runs/supply_etas_s1-BETA-F1-e05-m11/log.txt,1cc4ab821ddc144ad1e4be4a2f50bae030da60b6,hermes-agent,supply arm s1: A1=1.1 | executed 2026-09-20 (see runs/supply_etas_s1-BETA-F1-e05-m11/manifest.toml)
supply_etas_s1-BETA-F2-e05-m11,supply_etas_s1,executed,BETA,F2,1.0,0.5,0.5,0.5,0.9,sectoral:supply,1.1,full-71-abill,runs/supply_etas_s1-BETA-F2-e05-m11/manifest.toml; runs/supply_etas_s1-BETA-F2-e05-m11/log.txt,1cc4ab821ddc144ad1e4be4a2f50bae030da60b6,hermes-agent,supply arm s1: A1=1.1 | executed 2026-09-20 (see runs/supply_etas_s1-BETA-F2-e05-m11/manifest.toml)
supply_etas_s1-BETA-F3-e05-m11,supply_etas_s1,executed,BETA,F3,1.0,0.5,0.5,0.5,0.9,sectoral:supply,1.1,full-71-abill,runs/supply_etas_s1-BETA-F3-e05-m11/manifest.toml; runs/supply_etas_s1-BETA-F3-e05-m11/log.txt,1cc4ab821ddc144ad1e4be4a2f50bae030da60b6,hermes-agent,supply arm s1: A1=1.1 | executed 2026-09-20 (see runs/supply_etas_s1-BETA-F3-e05-m11/manifest.toml)
supply_etas_s1-BETA-F1-e05-m12,supply_etas_s1,executed,BETA,F1,1.0,0.5,0.5,0.5,0.9,sectoral:supply,1.2,full-71-abill,runs/supply_etas_s1-BETA-F1-e05-m12/manifest.toml; runs/supply_etas_s1-BETA-F1-e05-m12/log.txt,1cc4ab821ddc144ad1e4be4a2f50bae030da60b6,hermes-agent,supply arm s1: A1=1.2 | executed 2026-09-20 (see runs/supply_etas_s1-BETA-F1-e05-m12/manifest.toml)
